,Nombre,Barrio,Tipo_terraza
924,LA ESQUINITA,PALACIO             ,Acera
925,PIZZERIA TRATTORIA SCIANTUSI,SOL                 ,Calle peatonal
926,CORRIENTES 348,SOL                 ,Calle peatonal
927,LA CASA DE ASTURIAS,EMBAJADORES         ,Acera
928,SOIDEMERSOL,EMBAJADORES         ,Acera
929,MESON MORENO,NUMANCIA            ,Acera
930,MESON CASA SERGIO,PORTAZGO            ,Acera
931,SIDRERIA ASGAYA,PALOMERAS BAJAS     ,Acera
932,CASA NOVILLO,PORTAZGO            ,Acera
933,BAR LOS CANALES,ENTREVIAS           ,Acera
934,TABERNA PINCHO Y COMA,PALOMERAS BAJAS     ,Acera
935,KEBAP KURDISTAN,NUMANCIA            ,Acera
936,PAPALAGUINDA,PALOMERAS SURESTE   ,Acera
937,BAR SEVILLA,ENTREVIAS           ,Acera
938,RAJOA,PALOMERAS SURESTE   ,Acera
939,SUNAR GAON DONER KEBAP,ENTREVIAS           ,Acera
940,BAR LAS PIEDRAS,PALOMERAS BAJAS     ,Acera
941,BAR LA ZONA,ENTREVIAS           ,Acera
942,EL RINCON DE SUSI,ENTREVIAS           ,Acera
943,LA VILLA,PALOMERAS SURESTE   ,Acera
944,EL PUERTO,SAN DIEGO           ,Acera
945,BAR ARRECIFE DEL ROCKERO,PALOMERAS BAJAS     ,Acera
946,EL PASAJE,PORTAZGO            ,Acera
947,BAR CAFETERIA CODORNIZ,PALOMERAS BAJAS     ,Acera
948,BAR MARIN,ENTREVIAS           ,Acera
949,LA CREME DE LA CREME,ENTREVIAS           ,Acera
950,BAR RESTAURANTE  LA FONTE,PORTAZGO            ,Acera
951,BAR TASIO,NUMANCIA            ,Acera
952,LA CERVECERA 61,SAN DIEGO           ,Acera
953,BAR ARANDA,ENTREVIAS           ,Acera
954,CERVECERIA COBAR,PALOMERAS BAJAS     ,Acera
955,BAR CERVECERIA IZQUIERDO,PORTAZGO            ,Acera
956,CAFETERIA LA AVENIDA,PORTAZGO            ,Acera
957,BAR TOMELLOSO,PALOMERAS BAJAS     ,Acera
958,CERVECERIA CHAMIZO,ENTREVIAS           ,Acera
959,EL RINC?N DE LA TABERNA,SAN DIEGO           ,Calle peatonal
960,D?NER KEBAP REINA DE ESTAMBUL,SAN DIEGO           ,Acera
961,HEREDEROS DE BONIFACIO CHELLE SL                  ,SAN DIEGO           ,Acera
962,AL MAR,NUMANCIA            ,Acera
963,CRUZ BLANCA,PALOMERAS BAJAS     ,Acera
964,CERVECER?A SORIA,PALOMERAS SURESTE   ,Acera
965,TABERNA BULGARA,NUMANCIA            ,Acera
966,CASA MAQUEDA,PALOMERAS SURESTE   ,Acera
967,BAR TOLEDANO,PALOMERAS SURESTE   ,Acera
968,DONER KEBAP,PALOMERAS BAJAS     ,Acera
969,BAR CERVECERIA LA ALEGRIA,SAN DIEGO           ,Acera
970,BAR EL PAISANO,ENTREVIAS           ,Acera
971,CERVECERIA OJOS NEGROS,ACACIAS             ,Acera
972,BURGUER KING,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
973,CORNER CAFE,SOL                 ,Plaza peatonal
974,KFC,SOL                 ,Calle peatonal
975,CAFE DE SAN MILLAN,EMBAJADORES         ,Acera
976,EL MINIBAR,PALACIO             ,Acera
977,FUENTE DE LA PROVINCIA,SOL                 ,Plaza peatonal
978,RESTAURANTE ACHURI,EMBAJADORES         ,Acera
979,R?TULO NO INFORMADO,EMBAJADORES         ,Acera
980,VEN VEN VEN,EMBAJADORES         ,Acera
981,TABERNEROS,PALACIO             ,Acera
982,TABERNA FONTAN,SOL                 ,Plaza con bandas permanentes de circulaci? rodada
983,FEDERAL CAFE,PALACIO             ,Plaza peatonal
984,BAR  IOWA,SOL                 ,Calle peatonal
985,EL CHORRON,GUINDALERA          ,Acera
986,PANS & COMPANY,UNIVERSIDAD         ,Acera
987,TABERNA EL MADRO_O,PALACIO             ,Calle peatonal
988,MORE,RECOLETOS           ,Acera
989,CERVECERIA DOBLE RR TAPAS,PALOMERAS SURESTE   ,Acera
990,D/C,ENTREVIAS           ,Acera
991,CRIS,PALOMERAS BAJAS     ,Acera
992,CERVECERIA LA PLAZA,PALOMERAS BAJAS     ,Calle peatonal
993,LA CERVE,PALOMERAS BAJAS     ,Acera
994,LA PERLA ORIENTAL,NUMANCIA            ,Acera
995,EL BOTI,ENTREVIAS           ,Acera
996,CAFETERIA TAPAS EL 48,HORCAJO             ,Acera
997,CAFETER?A DAVID,FUENTE DEL BERRO    ,Acera
998,ROBIN HOOD,PALACIO             ,Acera
999,LA MI VENTA,PALACIO             ,Acera
1000,FUENTES Y BONETLLO,PALACIO             ,Calle peatonal
1001,CERVECERIA CERVANTES,CORTES              ,Acera
1002,EL MADRO?O,SOL                 ,Calle peatonal
1003,RESTAURANTE EPOCA CAFETERIA,JUSTICIA            ,Acera
1004,LA FARFALA,PALACIO             ,Calle peatonal
1005,LA SUIZA SA,SOL                 ,Calle peatonal
1006,CACAO SAMPAKA,JUSTICIA            ,Acera
1007,MANO A MANO,EMBAJADORES         ,Acera
1008,BAR  NUEVA GALICIA,SOL                 ,Calle peatonal
1009,LA TABERNA DE MARIA EMILIE,PALACIO             ,Calle peatonal
1010,EL CAMAROTE,PALACIO             ,Acera
1011,TOMA JAMON,SOL                 ,Plaza peatonal
1012,MCDONALD'S ?PERA,PALACIO             ,Acera
1013,MOKAI,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
1014,NO SOLICITADO,SOL                 ,Calle peatonal
1015,STARBUCKS COFFEE,SOL                 ,Acera
1016,CAFETERIA RESTAURANTE MAGUMAR,UNIVERSIDAD         ,Acera
1017,LA TABERNA DE ALFONSO,PALOS DE MOGUER     ,Acera
1018,CAFETERIA RUYMA,IMPERIAL            ,Acera
1019,KEBABISH D?NER KEBAB,LOS ROSALES         ,Acera
1020,EL RINCONCITO MARISQUERIA RESTAURANTE,PROSPERIDAD         ,Acera
1021,ELOYS BAR,PALOMERAS SURESTE   ,Acera
1022,BAR CAFETERIA PEMAR,VISTA ALEGRE        ,Acera
1023,MESON CASA LUCIO,BUENAVISTA          ,Acera
1024,EL CHISCON DE LA RIBERA,BUENAVISTA          ,Acera
1025,RESTAURANTE RULO,PUEBLO NUEVO        ,Acera
1026,LA TABERNA DE MI ABUELO,ACACIAS             ,Acera
1027,CAFETERIA HOROSCOPO,PALOS DE MOGUER     ,Acera
1028,LAIKA CAFETERIA,DELICIAS            ,Acera
1029,RESTAURANTE-CAFETERIA LA ARDILLA,CASCO H.VALLECAS    ,Plaza peatonal
1030,RESTAURANTE CETINA 15,PUEBLO NUEVO        ,Acera
1031,RESTAURANTE ASI?TICO LONGAN,NUEVA ESPA?A        ,Acera
1032,EL HORREO ASTURIANO,NUEVA ESPA?A        ,Acera
1033,LA RICA,HISPANOAMERICA      ,Acera
1034,RESTAURANTE ARROCER?AS FORMENTOR,PROSPERIDAD         ,Acera
1035,BARALLOCO,HISPANOAMERICA      ,Acera
1036,DEHESA SANTA MARIA,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1037,RESTAURANTE BAR EL HORREO,LEGAZPI             ,Acera
1038,DONER KEBAP ANTEP,PUERTA DEL ANGEL    ,Acera
1039,LAS MA?ANITAS,JUSTICIA            ,Acera
1040,LA TABERNA DE CORPS,UNIVERSIDAD         ,Plaza peatonal
1041,EL 3 DE GALDOS,JUSTICIA            ,Calle peatonal
1042,LA ESQUINA MEXICANA,PALACIO             ,Acera
1043,VANILA,PALACIO             ,Plaza peatonal
1044,NAIA,PALACIO             ,Plaza peatonal
1045,LA FUNDA MENTAL,EMBAJADORES         ,Acera
1046,TABERNA GRADO,UNIVERSIDAD         ,Calle peatonal
1047,NINJA RAMEN,JUSTICIA            ,Acera
1048,TABERNA  LA MINA,EMBAJADORES         ,Acera
1049,CAFE AND TE (L-10),SOL                 ,Calle peatonal
1050,CAFE AND TE,SOL                 ,Calle peatonal
1051,BURGUER KING,JUSTICIA            ,Acera
1052,CAFETERIA BAR ARROMAZA,PALOMERAS SURESTE   ,Otros
1053,BAR ISAL,COMILLAS            ,Acera
1054,HOTEL OPERA,PALACIO             ,Acera
1055,CRUSTO,JUSTICIA            ,Acera
1056,STEAKBURGUER,UNIVERSIDAD         ,Acera
1057,CAFE-BAR LA FAMILIA,PALOS DE MOGUER     ,Acera
1058,LOS LARES DEL PARQUE,GUINDALERA          ,Acera
1059,BAR EL BARRIL,CONCEPCION          ,Acera
1060,BAR ANTER CAFE,QUINTANA            ,Acera
1061,LA NATA CREPERIA,PROSPERIDAD         ,Acera
1062,RESTAURANTE RIAS GALLEGAS,CASTILLA            ,Acera
1063,ORALE COMPADRE                                    ,CIUDAD JARDIN       ,Acera
1064,GALLO DE ORO,MOSCARDO            ,Acera
1065,BAR EL VALLE,LAS AGUILAS         ,Calle peatonal
1066,EL CAFE DE LA REINA,EMBAJADORES         ,Plaza peatonal
1067,COACHING-FORMACION-YOGA,UNIVERSIDAD         ,Acera
1068,CAFE BAR MESON PLANETA,JUSTICIA            ,Calle peatonal
1069,MUSEO DEL JAMON,SOL                 ,Calle peatonal
1070,HOTEL PRECIADOS,SOL                 ,Calle peatonal
1071,LIZARRAN,SOL                 ,Calle peatonal
1072,CAFETERIA ASTORIA                                 ,PALACIO             ,Acera
1073,LA SIRENA VERDE,UNIVERSIDAD         ,Acera
1074,PARRILLA DE MARIA RESTAURANTE,SOL                 ,Acera
1075,CAFFETERIA GELATERIA 4D,SOL                 ,Calle peatonal
1076,EL BRILLANTE,EMBAJADORES         ,Plaza peatonal
1077,RESTAURANTE JAVIER MARTIN CROQUETAS Y CAFE,PALACIO             ,Acera
1078,CAFEEKE CERVEZAS Y TAPAS DE BEL                                       ,SOL                 ,Acera
1079,CERVECERIA CRUZ BLANCA                            ,JUSTICIA            ,Acera
1080,RESTAURANTE,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1081,CERVECERIA RIBADEZA,PALACIO             ,Acera
1082,CERVECERIA SANTA ANA                              ,CORTES              ,Plaza con bandas permanentes de circulaci? rodada
1083,OVEN,EMBAJADORES         ,Acera
1084,CERVECER?A NINO,UNIVERSIDAD         ,Plaza peatonal
1085,PIZZA EMPORIO,SOL                 ,Calle peatonal
1086,10 TAPAS,CORTES              ,Plaza peatonal
1087,CAFE Y TE,RECOLETOS           ,Acera
1088,STARBUCKS  COFFEE,GOYA                ,Acera
1089,CERVECERIA SANYBEL,SIMANCAS            ,Plaza peatonal
1090,NEMRUT KEBAP,VALVERDE            ,Acera
1091,LOS TRONQUITOS,IMPERIAL            ,Acera
1092,CAFETERIA PASCUAL,VALDEBERNARDO,Acera
1093,CAF? DEL REY,ARGUELLES           ,Acera
1094,FANTASTICO,EMBAJADORES         ,Acera
1095,TABERNA DEL ALABARDERO,PALACIO             ,Plaza peatonal
1096,RESTAURANTE SABATINI,PALACIO             ,Acera
1097,PINOCHIO Y BEL CANTO                              ,EMBAJADORES         ,Plaza peatonal
1098,BAR REVUELTA,EMBAJADORES         ,Acera
1099,LATABERNILLA,UNIVERSIDAD         ,Acera
1100,PLAZA MENOR,PALACIO             ,Calle peatonal
1101,TOMA JAMON,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
1102,SANTOS BAR,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1103,RESTAURANTE PLAZA MAYOR,SOL                 ,Calle peatonal
1104,BAR GALLEGO,PALACIO             ,Calle peatonal
1105,BAR ELD PEDAL,EMBAJADORES         ,Acera
1106,TABERNA SANCHO PANZA ,PALACIO             ,Acera
1107,BAR LA TERRAZA (LOCAL 11 Y 12) (L-100),SANTA EUGENIA       ,Acera
1108,OPERA PIZZA,PALACIO             ,Calle peatonal
1109,VIENA CAPELLANES,PALACIO             ,Calle peatonal
1110,WINDGURU,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1111,SIN REFERENCIA,PALOMERAS SURESTE   ,Otros
1112,CERVECERIA-RESTAURANTE LUIS,CHOPERA             ,Acera
1113,CERVECERIA LEOMAR JAMONERIA,IMPERIAL            ,Acera
1114,BAR GASCUE?A,VINATEROS           ,Otros
1115,VALGAME DIOS,JUSTICIA            ,Calle peatonal
1116,DIONISOS,JUSTICIA            ,Calle peatonal
1117,EL MUNDO DE LA PIZZA,UNIVERSIDAD         ,Acera
1118,EL BUCHITO,LOS ROSALES         ,Acera
1119,BAR SURESTE,ENSANCHE DE VALLECAS,Acera
1120,CAFETERIA ALAMEDA,ENSANCHE DE VALLECAS,Acera
1121,EL SE?OR DE LA BIRRA,BELLAS VISTAS       ,Acera
1122,GORILA,UNIVERSIDAD         ,Acera
1123,CASA EULOGIO,EMBAJADORES         ,Acera
1124,HOTEL EMPERADOR,PALACIO             ,Acera
1125,CERVERIA  BAR LORCA,CASCO H.VALLECAS    ,Acera
1126,D`KEBAB FOOD,ENSANCHE DE VALLECAS,Acera
1127,EL PAN Y LA SAL,NUMANCIA            ,Acera
1128,LA CITE,CASA DE CAMPO       ,Acera
1129,EL CAFELITO II,GOYA                ,Acera
1130,PUB CHARLY,CASCO H.VALLECAS    ,Acera
1131,CERVECERIA LA FRASCA,SANTA EUGENIA       ,Acera
1132,CERVECERIA MUXIA RESTAURANTE,CASCO H.VALLECAS    ,Acera
1133,TABERNA LAS JARRAS,CASCO H.VALLECAS    ,Plaza peatonal
1134,BAR ALEGRIA,CASCO H.VALLECAS    ,Plaza peatonal
1135,SANTA BARBARA,JUSTICIA            ,Acera
1136,SANI SAPORI,EMBAJADORES         ,Acera
1137,LE PAIN COTIDIEN                                  ,UNIVERSIDAD         ,Acera
1138,LA TABERNA DE MAYTE,ARGUELLES           ,Acera
1139,CERVECERIA EL ENSANCHE,ENSANCHE DE VALLECAS,Acera
1140,R?TULO NO INFORMADO,QUINTANA            ,Acera
1141,RESTAURANTE RIOJANOS MADRID,IMPERIAL            ,Acera
1142,BAR EL RINCON DE ASTURIAS,ACACIAS             ,Acera
1143,TABERNA GALLEGA LOUREIRO,CASTILLEJOS         ,Acera
1144,TABERNA TAPAS CERVECERIA,PORTAZGO            ,Acera
1145,TERRAZA BOK2 BAR,CASA DE CAMPO       ,Acera
1146,BAR CERVECERIA LA VENTA,SANTA EUGENIA       ,Acera
1147,RESTAURANTE ALBORADA,ENSANCHE DE VALLECAS,Bulevar
1148,COPENHAGEN,LISTA               ,Acera
1149,CAFETERIA VIANCA,PORTAZGO            ,Otros
1150,BAHIANA CLUB,PALACIO             ,Calle peatonal
1151,STARBUCKS COFFE,EMBAJADORES         ,Calle peatonal
1152,BAR ORENSE,LOS ANGELES         ,Acera
1153,CAFETERIA HNOS. ARRANZ RESTAURANTE,CASCO H.VALLECAS    ,Acera
1154,CERVECERIA LA PLAZA,PALACIO             ,Plaza peatonal
1155,ALCOCER 42 BAR Y JOSPER GRILL,HISPANOAMERICA      ,Acera
1156,CAF? AM?RICA,PROSPERIDAD         ,Acera
1157,CAFETERIA CERVECERIA JARRA-KAS,PALOMERAS BAJAS     ,Acera
1158,BAR CEBREROS,PORTAZGO            ,Acera
1159,BAR TORRECILLA,NUMANCIA            ,Acera
1160,BAR AGUILERA,ENTREVIAS           ,Acera
1161,EL RINCON DE LA VILLA,PALOMERAS SURESTE   ,Acera
1162,CAFETER?A LA U?A,PALOMERAS BAJAS     ,Acera
1163,DONER KEBAP,SAN DIEGO           ,Acera
1164,CERVECERIA J. TORRES,PALOMERAS BAJAS     ,Acera
1165,BAR DOS ANGELES,ENTREVIAS           ,Acera
1166,BAR SINAI,ENTREVIAS           ,Acera
1167,CAFETERIA CERVECERIA PACO,PORTAZGO            ,Acera
1168,BAR BUENDIA CASA DANI Y MARY,ENTREVIAS           ,Acera
1169,CAFETERIA NERUDA,PORTAZGO            ,Acera
1170,JOAL SC,PALOMERAS SURESTE   ,Acera
1171,LA J DE JOAQUIN,PALOMERAS BAJAS     ,Acera
1172,SIGLO XXI,PALOMERAS BAJAS     ,Acera
1173,BAR CORDOBA,ENTREVIAS           ,Acera
1174,BAR EDUARDO,ENTREVIAS           ,Acera
1175,CAFE BAR FONSI MARI,PALOMERAS BAJAS     ,Acera
1176,CAFETERIA NOVENTA,PALOMERAS BAJAS     ,Acera
1177,EVIN KEBAP PIZZA,PALOMERAS BAJAS     ,Acera
1178,PUNTO DE ENCUENTRO,PORTAZGO            ,Acera
1179,BAR,PORTAZGO            ,Acera
1180,CERVECERIA ARJONA CAFE,PALOMERAS SURESTE   ,Acera
1181,CAFETERIA GARCI                                   ,PORTAZGO            ,Acera
1182,CAFETERIA PERSEPOLIS,SAN DIEGO           ,Acera
1183,BAR RESTAURANTE LA ENCINA,PORTAZGO            ,Acera
1184,BAR EL PIRRI,PALOMERAS BAJAS     ,Acera
1185,BAR CAFETERIA LUCI,PORTAZGO            ,Acera
1186,BAR LA GALERIA,ENTREVIAS           ,Acera
1187,SR,NUMANCIA            ,Acera
1188,DONER KEBAP,SAN DIEGO           ,Acera
1189,FICUS 2,ENTREVIAS           ,Acera
1190,BAR JAIME,ENTREVIAS           ,Acera
1191,TABERNA SANDRA,SAN DIEGO           ,Acera
1192,BAR ROYJU                                         ,PORTAZGO            ,Acera
1193,BAR MIRADOR,ENTREVIAS           ,Acera
1194,CERVECERIA PASTRANA,PORTAZGO            ,Acera
1195, AZUCENA                                 ,NUMANCIA            ,Acera
1196,BAR,ENTREVIAS           ,Acera
1197,BAR LOS MORALES,ENTREVIAS           ,Acera
1198,BAR EL CORDOBES,PALOMERAS SURESTE   ,Acera
1199,MESON MARTIN,ENTREVIAS           ,Acera
1200,DOS TREBOLES,ENTREVIAS           ,Acera
1201,TOSTAS Y PINTXOS,PORTAZGO            ,Acera
1202,CERVECERIA LA CANTINA,ENTREVIAS           ,Acera
1203,BAR HOOKAH,SAN DIEGO           ,Acera
1204,HOUSE DRINK,SAN DIEGO           ,Acera
1205,CAFETERIA LA FAMILIA,SAN DIEGO           ,Acera
1206,TABERNA ANDALUZA LA MORENITA,ENTREVIAS           ,Acera
1207,BAR RESTAURANTE,ENTREVIAS           ,Acera
1208,CAFETERIA,PORTAZGO            ,Acera
1209,MESON BOCADITO CALIENTE,PORTAZGO            ,Acera
1210,BAR LAS RAMBLAS,ENTREVIAS           ,Acera
1211,BAR LA TIA MAR?A,ENTREVIAS           ,Acera
1212,LOS DOS AMIGOS,SAN DIEGO           ,Acera
1213,BAR EL TROPEZON,NUMANCIA            ,Acera
1214,CAFETERIA  BAR BIG BEN,PORTAZGO            ,Acera
1215,BAR VLAZQUEZ,PORTAZGO            ,Acera
1216,BAR CERVECERIA AN PA,PALOMERAS SURESTE   ,Acera
1217,TABERNA PLAZA VIEJA,SAN DIEGO           ,Acera
1218,BAR EL FOLGUERE?O,NUMANCIA            ,Acera
1219,CHICAS,CONCEPCION          ,Acera
1220,BAR EL PARQUE,PUEBLO NUEVO        ,Acera
1221,TOMMY MEL'S,RECOLETOS           ,Acera
1222,CERVECERIA VERGARA,GOYA                ,Acera
1223,HELADERIA,PORTAZGO            ,Acera
1224,BAR EL BARRIO,PORTAZGO            ,Acera
1225,EL MESON ESCONDIDO,PORTAZGO            ,Acera
1226,MESON LA BRASA,PALOMERAS BAJAS     ,Acera
1227,SAN CLAUDIO,PALOMERAS SURESTE   ,Acera
1228,BAR LOS PALETOS,PALOMERAS SURESTE   ,Acera
1229,BAR MARTINEZ CERVECERIA,PALOMERAS SURESTE   ,Acera
1230,MESON LOS EXTREME?OS,PALOMERAS SURESTE   ,Acera
1231,CAFETER?A ATENEZ,ENTREVIAS           ,Acera
1232,BAR MORENO,SAN DIEGO           ,Acera
1233,BAR ALMARAZ,PORTAZGO            ,Acera
1234,BAR MADRID,PALOMERAS SURESTE   ,Acera
1235,BAR PITORRA,PALOMERAS SURESTE   ,Acera
1236,BAR LA PLAZA,ENTREVIAS           ,Acera
1237,BAR LA COSTA,COMILLAS            ,Acera
1238,CAFETERIA-PASTELERIA-PANADERIA,SAN ISIDRO          ,Acera
1239,CAFE-BAR-TERRAZA,PUERTA BONITA       ,Acera
1240,CAFESSIA,BUENAVISTA          ,Acera
1241,CAMPO DE RUGBY,ZOFIO               ,Otros
1242,CERVECERIA MARISQUERIA GILAN,MOSCARDO            ,Acera
1243,CAFETERIA JAVI,ORCASUR             ,Acera
1244,IRISH CITY SPORTS BAR,PACIFICO            ,Acera
1245,VOSS...,IBIZA               ,Acera
1246,PLAYA TORRENOSTRA TRES,LOS JERONIMOS       ,Acera
1247,SIN INDICAR,IBIZA               ,Acera
1248,BENDETTA,IBIZA               ,Bulevar
1249,CAF? L'BELGIQUE,PACIFICO            ,Acera
1250,DOMINO'S,IBIZA               ,Bulevar
1251,CAFETERIA DON JOSE,ARGUELLES           ,Acera
1252,LIZARRAN,IBIZA               ,Acera
1253,RETRO,LOS JERONIMOS       ,Acera
1254,CERVECERIA CRUZ BANCA,ESTRELLA            ,Acera
1255,EL BISTR? DEL RETIRO,LOS JERONIMOS       ,Acera
1256,BAR EVA                                           ,ORCASITAS           ,Calle peatonal
1257,A LA MESA BAR,ORCASITAS           ,Acera
1258,CAFETERIA PAQUI,ORCASITAS           ,Acera
1259,EL RINCON DE PEZ,UNIVERSIDAD         ,Acera
1260,LA PE?A SORIANA CERVECERIA,ORCASITAS           ,Plaza peatonal
1261,HELADOS ITALIANOS TOZZI,SAN ISIDRO          ,Acera
1262,SIN ESPECIFICAR,SOL                 ,Acera
1263,CAFETERIA DIXEI BAR,SOL                 ,Calle peatonal
1264,GF CRIADO MARISQUERIA,PROSPERIDAD         ,Acera
1265,SHISHA,SOL                 ,Acera
1266,CORNUCOPIA,SOL                 ,Calle peatonal
1267,COEUR D?AMANDE,NI?O JESUS          ,Acera
1268,DEPORTES PERISO,PACIFICO            ,Acera
1269,MUESTRA,JUSTICIA            ,Plaza con bandas permanentes de circulaci? rodada
1270,HOTEL MELIA,CORTES              ,Plaza peatonal
1271,100 MONTADITOS,SOL                 ,Calle peatonal
1272,LA LONJA,PALACIO             ,Plaza peatonal
1273,EL BUDA FELIZ,UNIVERSIDAD         ,Calle peatonal
1274,CASA VALI?O,SOL                 ,Calle peatonal
1275,BOABAD RESTAURANTE,EMBAJADORES         ,Plaza peatonal
1276,NEMRUT KEBAB PIZZA,PALACIO             ,Acera
1277,100 MONTADITOS,SOL                 ,Calle peatonal
1278,RESTAURANTE TINEO,SOL                 ,Calle peatonal
1279,MAXIMILIAN,PALACIO             ,Plaza con bandas permanentes de circulaci? rodada
1280,RESTAURANTE CASA LABRA,SOL                 ,Calle peatonal
1281,BASS LUPULO,UNIVERSIDAD         ,Acera
1282,TRESS PUB                                         ,GUINDALERA          ,Acera
1283,TOMA JAMON,PALACIO             ,Acera
1284,ALHAMBRA CERVEZAS,PALACIO             ,Acera
1285,VOLAPIE,VALVERDE            ,Acera
1286,CERVECERIA 100 MONTADITOS,VALVERDE            ,Acera
1287,CALA MILLOR PASTELER?A,MIRASIERRA          ,Acera
1288,"BEEFCIUS, S.L.",VALVERDE            ,Acera
1289,R?TULO NO INFORMADO,EL PILAR            ,Acera
1290,LIZARRAN,LA PAZ              ,Acera
1291,ROSCA PIZZA,EL PILAR            ,Acera
1292,LA COSTA,PE?A GRANDE         ,Acera
1293,BAR SIG?ENZA / LOCAL L-20,EL PILAR            ,Acera
1294,RESTAURANTE,VALVERDE            ,Acera
1295,CERVECERIA GA-MA,EL PILAR            ,Acera
1296,CAFETERIA ANPE MARISQUERIA,PE?A GRANDE         ,Plaza con bandas permanentes de circulaci? rodada
1297,CERVECERIA LAS VEGAS,EL PILAR            ,Acera
1298,EL RINCON GOURMET,EL PILAR            ,Acera
1299,LA TOSTADERIA DE ALTAMIRA,EL PILAR            ,Acera
1300,EL MONASTERIO,MIRASIERRA          ,Acera
1301,EL CA?ON,VALVERDE            ,Acera
1302,MCDONALDS,MIRASIERRA          ,Otros
1303,BAR PIZZERIA PIZZA TI AMO,EL PILAR            ,Acera
1304,BAR GRANADA,PE?A GRANDE         ,Bulevar
1305,RESTAURANTE MONTECARMELO,EL GOLOSO           ,Acera
1306,EL PESCADOR,MIRASIERRA          ,Acera
1307,TRES X TRES,EL PILAR            ,Acera
1308,BERGUE DELICATESSEN,EL GOLOSO           ,Acera
1309,RESTAURANTE FLORA BARRAGAN,EL PARDO            ,Otros
1310,LA PLAZA,EL PARDO            ,Plaza peatonal
1311,LA BELLA ANNA,EL GOLOSO           ,Acera
1312,EL PESCADOR,VALVERDE            ,Acera
1313,BAR LA JAULA DEL CANARIO,PE?A GRANDE         ,Acera
1314,LA RETAHILA,EL GOLOSO           ,Acera
1315,CERVECERIA ALTO TAJO,VALVERDE            ,Acera
1316,FORMENTERA,EL GOLOSO           ,Acera
1317,R?TULO NO INFORMADO,EL PILAR            ,Acera
1318,BAR CAFETERIA BALBOA / LOCAL 6-7,MIRASIERRA          ,Acera
1319,MCDONALD'S  -REPSOL LAS TABLAS-,VALVERDE            ,Acera
1320,THE CHATTER CAFE,VALVERDE            ,Acera
1321,BAR NOMAR I,VALVERDE            ,Acera
1322,BAR HIMALAYA,EL PILAR            ,Acera
1323,LA TABERNA EXTREME?A,EL PILAR            ,Acera
1324,CAFETERIA IBIZA,EL PILAR            ,Acera
1325,EL CABAS,EL GOLOSO           ,Acera
1326,BAR EL ROMPIDO,PE?A GRANDE         ,Acera
1327,UCEDA,EL PILAR            ,Acera
1328,BAR LOS ANGELES,VALVERDE            ,Acera
1329,RESTAURANTE ACAPULCO,VALVERDE            ,Acera
1330,BARRA DE PINTXOS,EL GOLOSO           ,Acera
1331,BAR NUEVO G. ARMENDARIZ,PE?A GRANDE         ,Acera
1332,RESTAURANTE PARRILLA LOS GIRASOLES,ENTREVIAS           ,Plaza peatonal
1333,MESON LOS GRANAINOS,PE?A GRANDE         ,Acera
1334,QUEEN - FOOD AND MUSIC,VALVERDE            ,Acera
1335,CARDE?O TABERNA,VALVERDE            ,Acera
1336,CAFETERIA,PE?A GRANDE         ,Acera
1337,CAFETERIA ROSI,EL PILAR            ,Calle peatonal
1338,BAR LA GOLONDRINA              ,PORTAZGO            ,Acera
1339,CERVECERIA EL ESTUDIANTE,ORCASUR             ,Acera
1340,BAR MAC-GREGOR,ORCASITAS           ,Plaza peatonal
1341,GRAN CAFE DE GIJON,JUSTICIA            ,Bulevar
1342,LA CASA DEL ABUELO,SOL                 ,Calle peatonal
1343,VITACA,JUSTICIA            ,Acera
1344, LOS ROTOS ,CORTES              ,Calle peatonal
1345,LA TOMASA,PALACIO             ,Acera
1346,LA VENGANZA DE MELINCHE,UNIVERSIDAD         ,Calle peatonal
1347,MESON EL JAMON DE GRANVIA,PALACIO             ,Acera
1348,PAMPLINAS,PALACIO             ,Acera
1349,EL BIGOTE DEL GRECO,UNIVERSIDAD         ,Calle peatonal
1350,BANDER?N Y MUESTRA DE VINILO,CONCEPCION          ,Acera
1351,CAFE VERGARA,PALACIO             ,Acera
1352,BAR CERVECERIA REMO,CASCO H.VALLECAS    ,Acera
1353,BAR CON COCINA,CASCO H.VALLECAS    ,Acera
1354,AMISTAD,MOSCARDO            ,Otros
1355,BAR MATY CAFETERIA,SAN FERMIN          ,Acera
1356,BAR JJ HERRANZ,EL PILAR            ,Acera
1357,EL HAYEDO DE JOSE,EL PILAR            ,Acera
1358,BAR-CAFETERIA FUENTIDUE?A                         ,CASCO H.VALLECAS    ,Acera
1359,BAR LA VIA,SANTA EUGENIA       ,Acera
1360,BAR-RESTAURANTE COME Y CALLA,ENSANCHE DE VALLECAS,Acera
1361,EL ESQUINAZO,CASCO H.VALLECAS    ,Acera
1362,CAFETERIA AVENIDA,CASCO H.VALLECAS    ,Bulevar
1363,LLOPPIS,SANTA EUGENIA       ,Acera
