,Nombre,Barrio,Tipo_terraza
2713,BAR CORRIENTES,ARAPILES            ,Acera
2714,BAR ASTURANOS RESTAURANTE,VALLEHERMOSO        ,Acera
2715,MOZAR,RIOS ROSAS          ,Acera
2716,RODILLA,GAZTAMBIDE          ,Acera
2717,CAFETERIA,VALLEHERMOSO        ,Acera
2718,VIPS,TRAFALGAR           ,Acera
2719,LOS GALLEGO,ARAPILES            ,Acera
2720,YAKITORI,ARAPILES            ,Acera
2721,LO NUESTRO ES DE PATA NEGRA,ARAPILES            ,Acera
2722,EL 4 DE COPAS,TRAFALGAR           ,Plaza peatonal
2723,LA MATRITENSE,TRAFALGAR           ,Plaza peatonal
2724,LA BOHEMIA,TRAFALGAR           ,Acera
2725,ISTANBUL,TRAFALGAR           ,Acera
2726,PANARIA,TRAFALGAR           ,Acera
2727,CYRCLO,ALMAGRO             ,Acera
2728,TEATRO,ALMAGRO             ,Acera
2729,LA CONTENTA,ALMAGRO             ,Plaza peatonal
2730,GUESS HELADERIA,RIOS ROSAS          ,Acera
2731,LA ESQUINA DE ABASCAL,RIOS ROSAS          ,Acera
2732,SIDRER?A CASA GELIN,RIOS ROSAS          ,Acera
2733,SOTTGOD,RIOS ROSAS          ,Acera
2734,PINTXOS,VALLEHERMOSO        ,Acera
2735,LA RASILLA CERVECER?A,VALLEHERMOSO        ,Acera
2736,PASTELERIA PANADERIA GOURMET,RIOS ROSAS          ,Acera
2737,LA SIRENA,VALLEHERMOSO        ,Acera
2738,LA CACHIMBA,GAZTAMBIDE          ,Acera
2739,LILI'S,TRAFALGAR           ,Plaza peatonal
2740,ACUARELA,ARAPILES            ,Acera
2741,BAR SANCHEZ,ARAPILES            ,Acera
2742,PANDA WOK,ARAPILES            ,Acera
2743,STEVENSON ,RIOS ROSAS          ,Acera
2744,SUSHI BAR,RIOS ROSAS          ,Acera
2745,SOTOVERDE,RIOS ROSAS          ,Acera
2746,DE RAIMUNDO,RIOS ROSAS          ,Acera
2747,SAN MAMES,RIOS ROSAS          ,Acera
2748,CAFETERIA SIRIUS,VALLEHERMOSO        ,Acera
2749,BAR LA FELICIDAD,VALLEHERMOSO        ,Acera
2750,LECUMBERRI,VALLEHERMOSO        ,Acera
2751,COUGAR,VALLEHERMOSO        ,Acera
2752,BAR EL PASAJE,VALLEHERMOSO        ,Otros
2753,OLD BAR LUJAM,VALLEHERMOSO        ,Acera
2754,LA HEMEROTECA BAR,VALLEHERMOSO        ,Acera
2755,JOSE LUIS,VALLEHERMOSO        ,Acera
2756,CAFETERIA SICILIA,VALLEHERMOSO        ,Acera
2757,CAFETERIA SANTILLANA,VALLEHERMOSO        ,Acera
2758,FERRO?S BAR,VALLEHERMOSO        ,Acera
2759,GOBOLEM,VALLEHERMOSO        ,Acera
2760,ROSANA CAFETERIA,VALLEHERMOSO        ,Acera
2761,GOBOLEM ,VALLEHERMOSO        ,Acera
2762,PIZZA Y JARDIN,VALLEHERMOSO        ,Acera
2763,ARLANZA,VALLEHERMOSO        ,Acera
2764,MERCATO BALLARO,ALMAGRO             ,Acera
2765,TAIMA,ALMAGRO             ,Acera
2766,CASA MARIA,ARAPILES            ,Acera
2767,LA ESMERALDA,GAZTAMBIDE          ,Acera
2768,EL MACETERO,GAZTAMBIDE          ,Acera
2769,EL CAPRICHO DE LA REINA,ARAPILES            ,Acera
2770,CERVECERIA LUCHANA,TRAFALGAR           ,Acera
2771,BAR LUGA,ARAPILES            ,Acera
2772,BAR QUIRICO,VALLEHERMOSO        ,Acera
2773,ROCAMAR,TRAFALGAR           ,Acera
2774,SAKURA SUSHI BAR.,TRAFALGAR           ,Acera
2775,QUERCUS,RIOS ROSAS          ,Acera
2776,DELTA CAFE,GAZTAMBIDE          ,Acera
2777,VIPS,ALMAGRO             ,Acera
2778,BAR RESTAURANTE,ARAPILES            ,Acera
2779,NO SE ESPECIFICA,TRAFALGAR           ,Plaza peatonal
2780,R?TULO NO INFORMADO,ARAPILES            ,Acera
2781,LAS BRIDAS BAR,RIOS ROSAS          ,Acera
2782,TRYP MADRID CHAMBER?,TRAFALGAR           ,Acera
2783,LA CREPERIE,VALLEHERMOSO        ,Acera
2784,EL CORTE INGLES,ARAPILES            ,Plaza peatonal
2785,EL DESAF?O,GAZTAMBIDE          ,Acera
2786,BARRERA,ARAPILES            ,Acera
2787,SALES,VALLEHERMOSO        ,Acera
2788,PARTY FIESTA,TRAFALGAR           ,Acera
2789,KUBO KING,VALLEHERMOSO        ,Acera
2790,DA ROMA,RIOS ROSAS          ,Acera
2791,RAICES DEL MUNDO,ARAPILES            ,Acera
2792,FRIED CHICKEN AMIRSA,VALLEHERMOSO        ,Acera
2793,JOSE GONZALO L?PEZ G?MEZ,TRAFALGAR           ,Acera
2794,LA SURE?A,TRAFALGAR           ,Acera
2795,RESTAURANTE MEMBIBRE,GAZTAMBIDE          ,Acera
2796,NAJERA,GAZTAMBIDE          ,Acera
2797,EL BOMBO,GAZTAMBIDE          ,Acera
2798,CHIRIPA BAR,GAZTAMBIDE          ,Acera
2799,GRANIER,GAZTAMBIDE          ,Acera
2800,RIA?O,GAZTAMBIDE          ,Acera
2801,LAVIOLETA,ARAPILES            ,Acera
2802,CAFETERIA JAYMA,ARAPILES            ,Acera
2803,EL CAPIROTE,RIOS ROSAS          ,Acera
2804,LA TABERNA DE FRANCESCO,RIOS ROSAS          ,Acera
2805,100 MONTADITOS,VALLEHERMOSO        ,Acera
2806,HOTEL SARDINERO,TRAFALGAR           ,Acera
2807,MASQMENOS,ARAPILES            ,Acera
2808,TAPEANDO,TRAFALGAR           ,Acera
2809,RESTAURANTE ALCARAVEA,VALLEHERMOSO        ,Acera
2810,SIN ROTULO,GAZTAMBIDE          ,Acera
2811,CAFETERIA ISABEL,ARAPILES            ,Acera
2812,BANNABY,ARAPILES            ,Acera
2813,EL RINCON DE VALLEHERMOSO,ARAPILES            ,Acera
2814,NO SOLICITADO,ARAPILES            ,Acera
2815,PANARIA ,ARAPILES            ,Acera
2816,MESON ORO Y PLATA,TRAFALGAR           ,Acera
2817,LA CAMOCHA,TRAFALGAR           ,Acera
2818,HELADOS ITALIANOS PALAZZO,TRAFALGAR           ,Acera
2819,LA CASA DE LA CERVEZA,TRAFALGAR           ,Acera
2820,MESON CUBANO,TRAFALGAR           ,Acera
2821,ERRE QUE ERRE,TRAFALGAR           ,Acera
2822,KALUA,TRAFALGAR           ,Acera
2823,LA BARRA,TRAFALGAR           ,Acera
2824,RESTAURANTE VILLA DE FOZ,TRAFALGAR           ,Acera
2825,KIBEY II,TRAFALGAR           ,Plaza peatonal
2826,OH! MANDRIL,TRAFALGAR           ,Acera
2827,NINO FERREIRA,TRAFALGAR           ,Acera
2828,TABERNA LA MINA,TRAFALGAR           ,Acera
2829,PAIN BISTRO PATISSERIE,TRAFALGAR           ,Acera
2830,TABERMANIA,TRAFALGAR           ,Acera
2831,BAR TRAGO S,TRAFALGAR           ,Acera
2832,GAUDI                                             ,ALMAGRO             ,Acera
2833,PREP LA CREPE,ALMAGRO             ,Acera
2834,LA MUCCA,ALMAGRO             ,Acera
2835,LA PLAZA DE CHAMBERI,ALMAGRO             ,Acera
2836,CERVECERIA CASTILLA LA MANCHA,ALMAGRO             ,Acera
2837,MAZARINO,ALMAGRO             ,Acera
2838,BAR-RESTAURANTE,ALMAGRO             ,Acera
2839,CERVECERIA SOROLLA,ALMAGRO             ,Acera
2840,LA ARDOSA,ALMAGRO             ,Acera
2841,EMYFA ,ALMAGRO             ,Acera
2842,JAYEL,ALMAGRO             ,Acera
2843,PARENTESIS,ALMAGRO             ,Acera
2844,BACANAL,ALMAGRO             ,Acera
2845,ELECTRA,RIOS ROSAS          ,Acera
2846,MARACCA,RIOS ROSAS          ,Acera
2847,ASCCUAS,RIOS ROSAS          ,Acera
2848,EL CHORIZO LOCO,RIOS ROSAS          ,Acera
2849,FLOR DE PRIMAVERA,RIOS ROSAS          ,Acera
2850,DONATE,RIOS ROSAS          ,Acera
2851,SOTOVERDE,RIOS ROSAS          ,Acera
2852,BAR LA GALLEGA,RIOS ROSAS          ,Acera
2853,ZALBER,RIOS ROSAS          ,Acera
2854,EL TAPEO DE ALCAL?,RIOS ROSAS          ,Acera
2855,3T,VALLEHERMOSO        ,Acera
2856,LIZARRAN,VALLEHERMOSO        ,Acera
2857,CHAMBERI,TRAFALGAR           ,Acera
2858,LA GRAN TASCA,RIOS ROSAS          ,Acera
2859,TAPAS 44,GAZTAMBIDE          ,Acera
2860,LA GOLONDRINA                                     ,TRAFALGAR           ,Acera
2861,CASA BENITO,TRAFALGAR           ,Acera
2862,LIZARAN TABERNAS SELECTAS,TRAFALGAR           ,Acera
2863,IL PASTAIO,RIOS ROSAS          ,Acera
2864,PANADERIA GALIPAN,TRAFALGAR           ,Acera
2865,RESTAURANTE OLIVA,VALLEHERMOSO        ,Acera
2866,LA MONERIA,ALMAGRO             ,Acera
2867,PREMIATA FORNERIA BALLARO,ALMAGRO             ,Acera
2868,JAMAICA COFFEE SHOP                   ,ALMAGRO             ,Acera
2869,SCALINI,VALLEHERMOSO        ,Acera
2870,LUCHANA 23,TRAFALGAR           ,Acera
2871,CRUZ DE MAYO,RIOS ROSAS          ,Acera
2872,GRAN SOL,RIOS ROSAS          ,Acera
2873,LARA GRILL,TRAFALGAR           ,Acera
2874,M?NTRIDA,TRAFALGAR           ,Plaza peatonal
2875,MERCADO PROVENZAL,ARAPILES            ,Acera
2876,NEGRESCO,ALMAGRO             ,Acera
2877,RESTAURANTE ALCOBILLA CAFETERIA,GAZTAMBIDE          ,Acera
2878,BURGUER KING,GAZTAMBIDE          ,Acera
2879,LIZARR?N,ALMAGRO             ,Acera
2880,LA ESQUINA DE CHAMBERI,TRAFALGAR           ,Acera
2881,CASA PATILLAS,RIOS ROSAS          ,Acera
2882,THE PEL PLACE,RIOS ROSAS          ,Acera
2883,EL REFUGIO,VALLEHERMOSO        ,Acera
2884,LA BLANCA DOBLE CAFE RESTAURANTE,ARAPILES            ,Acera
2885,PELUQUERIA ABSALON,LUCERO              ,Acera
2886,TALGO,RIOS ROSAS          ,Acera
2887,FRANCESCA LA CLUECA,IBIZA               ,Acera
2888,CAFETERIA CASTILLA,PACIFICO            ,Acera
2889,TRENQUE LAUQUEN,IBIZA               ,Acera
2890,CASA DE FIERAS,IBIZA               ,Acera
2891,LA TAGLIATELLA,EL GOLOSO           ,Acera
2892,BAR LA FRONTERA,VALVERDE            ,Acera
2893,BENTLEYS,ARGUELLES           ,Acera
2894,ASADOR GUETARIA,CUATRO CAMINOS      ,Acera
2895,CAFETERIA SOL,LUCERO              ,Acera
2896,BAR-RESTAURANTE                                   ,PUERTA DEL ANGEL    ,Plaza peatonal
2897,BAR DOMINO CERVECERIA,ALUCHE              ,Acera
2898,BAR EL PARQUE,ALUCHE              ,Calle peatonal
2899,RESTAURANTE LOS PALOS,GUINDALERA          ,Acera
2900,SUCHIL 15,ARAPILES            ,Acera
2901,LA PLATERA CAFETERIA CERVECERIA,MARROQUINA          ,Acera
2902,LA MINA,MARROQUINA          ,Otros
2903,CAFE-BAR MIOKO,VINATEROS           ,Acera
2904,BAR RAMA,PAVONES             ,Acera
2905,BACCHUS,MARROQUINA          ,Calle peatonal
2906,BAR CAFETERIA DAVID,VINATEROS           ,Acera
2907,CAFE BAR VILLENA,FONTARRON           ,Otros
2908,CERVECERIA GAMBRINUS,MEDIA LEGUA         ,Acera
2909,TAPA Y TOMA,MARROQUINA          ,Acera
2910,BAR EL LUGAR,FONTARRON           ,Acera
2911,BAR EL CIRCUITO,PAVONES             ,Otros
2912,TABERNA TREINTA Y UNA REAL,PAVONES             ,Acera
2913,BAR ACUARELA,MEDIA LEGUA         ,Otros
2914,CHURRER?A-CHOCOLATER?A LA PERLA,PAVONES             ,Acera
2915,LA PIZZA ITALIA,MARROQUINA          ,Acera
2916,PUB CAFETERIA CRIN,FONTARRON           ,Otros
2917,BAR SANZ,VINATEROS           ,Acera
2918,EL RINCON DE VALONIA,HORCAJO             ,Acera
2919,CASA EL ARTILLERO,MARROQUINA          ,Otros
2920,GOURMET D'ARTY DELICATESSEN,MARROQUINA          ,Otros
2921,BAR CAFETERIA BAMBAM,FONTARRON           ,Acera
2922,CAFETER?A MAYFA,MARROQUINA          ,Otros
2923,LA TABERNA DE CHANA,MARROQUINA          ,Otros
2924,BAR CAFETERIA EMEJOTA,MARROQUINA          ,Acera
2925,BAR LA FUNDICION,MARROQUINA          ,Otros
2926,HAMBURGUESERIA MAMI BURGER,MARROQUINA          ,Acera
2927,LOS CANDILES,MEDIA LEGUA         ,Otros
2928,DON JOS? II,VINATEROS           ,Acera
2929,BAR LA PERLA,MARROQUINA          ,Acera
2930,BAR CAFETERIA EL PARQUE,VINATEROS           ,Otros
2931,LA PIEDRA,MARROQUINA          ,Acera
2932,GOYO,MARROQUINA          ,Acera
2933,ASADOR MILFE,FONTARRON           ,Acera
2934,CERVECERIA DON JOSE,MARROQUINA          ,Acera
2935,LA ALFARER?A BAR-MES?N,MARROQUINA          ,Acera
2936,BAR RESTAURANTE NUEVO DALI,MARROQUINA          ,Acera
2937,BAR LA PARRILLA,VINATEROS           ,Acera
2938,BAR TAHOMAR,MARROQUINA          ,Acera
2939,LA RIBERA DE OPORTO,MARROQUINA          ,Otros
2940,CAFE BAR OTOLE,MEDIA LEGUA         ,Acera
2941,BAR PASCUAL,MEDIA LEGUA         ,Otros
2942,BAR CERVECERIA GARCIA,VINATEROS           ,Otros
2943,CAFETERIA CALERO,FONTARRON           ,Acera
2944,CERVECERIA CAFETER?A YULI,MEDIA LEGUA         ,Acera
2945,LA TABERNA DEL PESCADOR,FONTARRON           ,Otros
2946,BAR LA TERRAZA,FONTARRON           ,Otros
2947,BAR CORDOBA,VINATEROS           ,Acera
2948,BAR LA BELLA UNION,PAVONES             ,Acera
2949,BAR LOS ARROYOS,MARROQUINA          ,Acera
2950,CERVECERIA CALERO JAMON Y QUESO,FONTARRON           ,Acera
2951,MEDIA LEGUA 60 CERVECERA,MEDIA LEGUA         ,Acera
2952,BAR RESTAURANTE DADOS,HORCAJO             ,Acera
2953,BAR GUACHA,MARROQUINA          ,Acera
2954,CAFETERIA DE MIJARES,MARROQUINA          ,Acera
2955,TABERNA... Y AL VINO VINO,MARROQUINA          ,Acera
2956,LA OFICINA,MARROQUINA          ,Acera
2957,HELADERIA ROMA,MARROQUINA          ,Acera
2958,CAFETERIA MESON HANNOVER,MARROQUINA          ,Acera
2959,EL PALACIO DE MARTINA,MARROQUINA          ,Acera
2960,IRISH PUB,MARROQUINA          ,Acera
2961,EL RINC?N,MEDIA LEGUA         ,Acera
2962,IMALAVOGLIA,MEDIA LEGUA         ,Acera
2963,RESTAURANTE ESKASY MORATALAZ,FONTARRON           ,Acera
2964,EL 7,MARROQUINA          ,Acera
2965,SANCAR BAR CAFETERIA,SAN FERMIN          ,Acera
2966,EL CHAFLAN DE ALSACIA,PUEBLO NUEVO        ,Acera
2967,BAR EVA,VENTAS              ,Acera
2968,BAR J.J.CAFETERIA,VENTAS              ,Acera
2969,CAFE BAR LA FUENTE,VENTAS              ,Calle peatonal
2970,BAR EL TALLER,CONCEPCION          ,Acera
2971,IAYO,CONCEPCION          ,Acera
2972,MESON FERNANDO,QUINTANA            ,Acera
2973,CAFE BAR PERISO,CONCEPCION          ,Acera
2974,DE MODESTIA NA,COLINA              ,Acera
2975,LATERAL,CUATRO CAMINOS      ,Acera
2976,LA BOMBA,HISPANOAMERICA      ,Acera
2977,BULEVAR,CASTILLA            ,Acera
2978,OLE MADRID,PALACIO             ,Acera
2979,FOOD HOUSE,ALMENARA            ,Acera
2980,LA SALA MANCA,LISTA               ,Acera
2981,LA RUTA DEL SABIO,ROSAS               ,Acera
2982,LA TABERNA DE CHANA,ROSAS               ,Acera
2983,PARAVI DECORACION,ROSAS               ,Acera
2984,CASA TAMPICO,EL SALVADOR         ,Acera
2985,CERVECERIA GUERRERO MARISQUERIA,SIMANCAS            ,Acera
2986,LA ANDALUZA,CANILLEJAS          ,Acera
2987,CERVECER?A AIRI?OS,ROSAS               ,Acera
2988,FRESA Y CHOCOLATE,ROSAS               ,Acera
2989,BAR-RESTAURANTE LUDANA (LOCAL 4 Y 5),EL SALVADOR         ,Otros
2990,FABORIT,SIMANCAS            ,Otros
2991,CERVECERIA CASA MOLINS,CANILLEJAS          ,Otros
2992,RESTAURANTE BARBACOA  EL VALLE,CANILLEJAS          ,Otros
2993,BAR LA ESPUELA DE ORO,LAS AGUILAS         ,Superficie en parcela privada
2994,LOS ARCOS COFFEE AND BEER,ALUCHE              ,Acera
2995,BAR KYCHUS,ROSAS               ,Acera
2996,RODILLA,ROSAS               ,Acera
2997,BAR RAFA,VISTA ALEGRE        ,Acera
2998,HOSTAL,RIOS ROSAS          ,Acera
